sentid	condition	contextid	pairid	comparison	lemma	sentence	ROI
283	obj_rel_across_anim	283	142	expected	placeholder	die Schriftsteller  die die Leiter mögen  lachen	7
284	obj_rel_across_anim	284	142	unexpected	placeholder	die Schriftsteller  die die Leiter mögen  lacht	7
285	obj_rel_across_anim	285	143	expected	placeholder	die Schriftsteller  die die Leiter mögen  sprechen	7
286	obj_rel_across_anim	286	143	unexpected	placeholder	die Schriftsteller  die die Leiter mögen  spricht	7
287	obj_rel_across_anim	287	144	expected	placeholder	die Schriftsteller  die die Leiter mögen  sind alt	8
288	obj_rel_across_anim	288	144	unexpected	placeholder	die Schriftsteller  die die Leiter mögen  ist alt	8
289	obj_rel_across_anim	289	145	expected	placeholder	die Schriftsteller  die die Leiter mögen  sind klein	8
290	obj_rel_across_anim	290	145	unexpected	placeholder	die Schriftsteller  die die Leiter mögen  ist klein	8
291	obj_rel_across_anim	291	146	expected	placeholder	die Schriftsteller  die die Leiter mögen  sind jung	8
292	obj_rel_across_anim	292	146	unexpected	placeholder	die Schriftsteller  die die Leiter mögen  ist jung	8
293	obj_rel_across_anim	293	147	expected	placeholder	die Schriftsteller  die die Leiter mögen  sind groß	8
294	obj_rel_across_anim	294	147	unexpected	placeholder	die Schriftsteller  die die Leiter mögen  ist groß	8
295	obj_rel_across_anim	295	148	expected	placeholder	die Direktoren  die die Leiter mögen  schwimmen	7
296	obj_rel_across_anim	296	148	unexpected	placeholder	die Direktoren  die die Leiter mögen  schwimmt	7
297	obj_rel_across_anim	297	149	expected	placeholder	die Direktoren  die die Leiter mögen  lachen	7
298	obj_rel_across_anim	298	149	unexpected	placeholder	die Direktoren  die die Leiter mögen  lacht	7
299	obj_rel_across_anim	299	150	expected	placeholder	die Direktoren  die die Leiter mögen  sprechen	7
300	obj_rel_across_anim	300	150	unexpected	placeholder	die Direktoren  die die Leiter mögen  spricht	7
301	obj_rel_across_anim	301	151	expected	placeholder	die Direktoren  die die Leiter mögen  sind alt	8
302	obj_rel_across_anim	302	151	unexpected	placeholder	die Direktoren  die die Leiter mögen  ist alt	8
303	obj_rel_across_anim	303	152	expected	placeholder	die Direktoren  die die Leiter mögen  sind klein	8
304	obj_rel_across_anim	304	152	unexpected	placeholder	die Direktoren  die die Leiter mögen  ist klein	8
305	obj_rel_across_anim	305	153	expected	placeholder	die Direktoren  die die Leiter mögen  sind jung	8
306	obj_rel_across_anim	306	153	unexpected	placeholder	die Direktoren  die die Leiter mögen  ist jung	8
307	obj_rel_across_anim	307	154	expected	placeholder	die Direktoren  die die Leiter mögen  sind groß	8
308	obj_rel_across_anim	308	154	unexpected	placeholder	die Direktoren  die die Leiter mögen  ist groß	8
309	obj_rel_across_anim	309	155	expected	placeholder	die Bauern  die die Leiter mögen  schwimmen	7
310	obj_rel_across_anim	310	155	unexpected	placeholder	die Bauern  die die Leiter mögen  schwimmt	7
311	obj_rel_across_anim	311	156	expected	placeholder	die Bauern  die die Leiter mögen  lachen	7
312	obj_rel_across_anim	312	156	unexpected	placeholder	die Bauern  die die Leiter mögen  lacht	7
313	obj_rel_across_anim	313	157	expected	placeholder	die Bauern  die die Leiter mögen  sprechen	7
314	obj_rel_across_anim	314	157	unexpected	placeholder	die Bauern  die die Leiter mögen  spricht	7
315	obj_rel_across_anim	315	158	expected	placeholder	die Bauern  die die Leiter mögen  sind alt	8
316	obj_rel_across_anim	316	158	unexpected	placeholder	die Bauern  die die Leiter mögen  ist alt	8
317	obj_rel_across_anim	317	159	expected	placeholder	die Bauern  die die Leiter mögen  sind klein	8
318	obj_rel_across_anim	318	159	unexpected	placeholder	die Bauern  die die Leiter mögen  ist klein	8
319	obj_rel_across_anim	319	160	expected	placeholder	die Bauern  die die Leiter mögen  sind jung	8
320	obj_rel_across_anim	320	160	unexpected	placeholder	die Bauern  die die Leiter mögen  ist jung	8
321	obj_rel_across_anim	321	161	expected	placeholder	die Bauern  die die Leiter mögen  sind groß	8
322	obj_rel_across_anim	322	161	unexpected	placeholder	die Bauern  die die Leiter mögen  ist groß	8
323	obj_rel_across_anim	323	162	expected	placeholder	die Chirurgen  die die Leiter mögen  schwimmen	7
324	obj_rel_across_anim	324	162	unexpected	placeholder	die Chirurgen  die die Leiter mögen  schwimmt	7
325	obj_rel_across_anim	325	163	expected	placeholder	die Chirurgen  die die Leiter mögen  lachen	7
326	obj_rel_across_anim	326	163	unexpected	placeholder	die Chirurgen  die die Leiter mögen  lacht	7
327	obj_rel_across_anim	327	164	expected	placeholder	die Chirurgen  die die Leiter mögen  sprechen	7
328	obj_rel_across_anim	328	164	unexpected	placeholder	die Chirurgen  die die Leiter mögen  spricht	7
329	obj_rel_across_anim	329	165	expected	placeholder	die Chirurgen  die die Leiter mögen  sind alt	8
330	obj_rel_across_anim	330	165	unexpected	placeholder	die Chirurgen  die die Leiter mögen  ist alt	8
331	obj_rel_across_anim	331	166	expected	placeholder	die Chirurgen  die die Leiter mögen  sind klein	8
332	obj_rel_across_anim	332	166	unexpected	placeholder	die Chirurgen  die die Leiter mögen  ist klein	8
333	obj_rel_across_anim	333	167	expected	placeholder	die Chirurgen  die die Leiter mögen  sind jung	8
334	obj_rel_across_anim	334	167	unexpected	placeholder	die Chirurgen  die die Leiter mögen  ist jung	8
335	obj_rel_across_anim	335	168	expected	placeholder	die Chirurgen  die die Leiter mögen  sind groß	8
336	obj_rel_across_anim	336	168	unexpected	placeholder	die Chirurgen  die die Leiter mögen  ist groß	8
337	obj_rel_across_anim	337	169	expected	placeholder	die Senatoren  die die Leiter mögen  schwimmen	7
338	obj_rel_across_anim	338	169	unexpected	placeholder	die Senatoren  die die Leiter mögen  schwimmt	7
339	obj_rel_across_anim	339	170	expected	placeholder	die Senatoren  die die Leiter mögen  lachen	7
340	obj_rel_across_anim	340	170	unexpected	placeholder	die Senatoren  die die Leiter mögen  lacht	7
341	obj_rel_across_anim	341	171	expected	placeholder	die Senatoren  die die Leiter mögen  sprechen	7
342	obj_rel_across_anim	342	171	unexpected	placeholder	die Senatoren  die die Leiter mögen  spricht	7
343	obj_rel_across_anim	343	172	expected	placeholder	die Senatoren  die die Leiter mögen  sind alt	8
344	obj_rel_across_anim	344	172	unexpected	placeholder	die Senatoren  die die Leiter mögen  ist alt	8
345	obj_rel_across_anim	345	173	expected	placeholder	die Senatoren  die die Leiter mögen  sind klein	8
346	obj_rel_across_anim	346	173	unexpected	placeholder	die Senatoren  die die Leiter mögen  ist klein	8
347	obj_rel_across_anim	347	174	expected	placeholder	die Senatoren  die die Leiter mögen  sind jung	8
348	obj_rel_across_anim	348	174	unexpected	placeholder	die Senatoren  die die Leiter mögen  ist jung	8
349	obj_rel_across_anim	349	175	expected	placeholder	die Senatoren  die die Leiter mögen  sind groß	8
350	obj_rel_across_anim	350	175	unexpected	placeholder	die Senatoren  die die Leiter mögen  ist groß	8
351	obj_rel_across_anim	351	176	expected	placeholder	die Lehrer  die die Leiter mögen  schwimmen	7
352	obj_rel_across_anim	352	176	unexpected	placeholder	die Lehrer  die die Leiter mögen  schwimmt	7
353	obj_rel_across_anim	353	177	expected	placeholder	die Lehrer  die die Leiter mögen  lachen	7
354	obj_rel_across_anim	354	177	unexpected	placeholder	die Lehrer  die die Leiter mögen  lacht	7
355	obj_rel_across_anim	355	178	expected	placeholder	die Lehrer  die die Leiter mögen  sprechen	7
356	obj_rel_across_anim	356	178	unexpected	placeholder	die Lehrer  die die Leiter mögen  spricht	7
357	obj_rel_across_anim	357	179	expected	placeholder	die Lehrer  die die Leiter mögen  sind alt	8
358	obj_rel_across_anim	358	179	unexpected	placeholder	die Lehrer  die die Leiter mögen  ist alt	8
359	obj_rel_across_anim	359	180	expected	placeholder	die Lehrer  die die Leiter mögen  sind klein	8
360	obj_rel_across_anim	360	180	unexpected	placeholder	die Lehrer  die die Leiter mögen  ist klein	8
361	obj_rel_across_anim	361	181	expected	placeholder	die Lehrer  die die Leiter mögen  sind jung	8
362	obj_rel_across_anim	362	181	unexpected	placeholder	die Lehrer  die die Leiter mögen  ist jung	8
363	obj_rel_across_anim	363	182	expected	placeholder	die Lehrer  die die Leiter mögen  sind groß	8
364	obj_rel_across_anim	364	182	unexpected	placeholder	die Lehrer  die die Leiter mögen  ist groß	8
365	obj_rel_across_anim	365	183	expected	placeholder	die Kunden  die die Leiter mögen  schwimmen	7
366	obj_rel_across_anim	366	183	unexpected	placeholder	die Kunden  die die Leiter mögen  schwimmt	7
367	obj_rel_across_anim	367	184	expected	placeholder	die Kunden  die die Leiter mögen  lachen	7
368	obj_rel_across_anim	368	184	unexpected	placeholder	die Kunden  die die Leiter mögen  lacht	7
369	obj_rel_across_anim	369	185	expected	placeholder	die Kunden  die die Leiter mögen  sprechen	7
370	obj_rel_across_anim	370	185	unexpected	placeholder	die Kunden  die die Leiter mögen  spricht	7
371	obj_rel_across_anim	371	186	expected	placeholder	die Kunden  die die Leiter mögen  sind alt	8
372	obj_rel_across_anim	372	186	unexpected	placeholder	die Kunden  die die Leiter mögen  ist alt	8
373	obj_rel_across_anim	373	187	expected	placeholder	die Kunden  die die Leiter mögen  sind klein	8
374	obj_rel_across_anim	374	187	unexpected	placeholder	die Kunden  die die Leiter mögen  ist klein	8
375	obj_rel_across_anim	375	188	expected	placeholder	die Kunden  die die Leiter mögen  sind jung	8
376	obj_rel_across_anim	376	188	unexpected	placeholder	die Kunden  die die Leiter mögen  ist jung	8
377	obj_rel_across_anim	377	189	expected	placeholder	die Kunden  die die Leiter mögen  sind groß	8
378	obj_rel_across_anim	378	189	unexpected	placeholder	die Kunden  die die Leiter mögen  ist groß	8
379	obj_rel_across_anim	379	190	expected	placeholder	die Polizisten  die die Leiter mögen  schwimmen	7
380	obj_rel_across_anim	380	190	unexpected	placeholder	die Polizisten  die die Leiter mögen  schwimmt	7
381	obj_rel_across_anim	381	191	expected	placeholder	die Polizisten  die die Leiter mögen  lachen	7
382	obj_rel_across_anim	382	191	unexpected	placeholder	die Polizisten  die die Leiter mögen  lacht	7
383	obj_rel_across_anim	383	192	expected	placeholder	die Polizisten  die die Leiter mögen  sprechen	7
384	obj_rel_across_anim	384	192	unexpected	placeholder	die Polizisten  die die Leiter mögen  spricht	7
385	obj_rel_across_anim	385	193	expected	placeholder	die Polizisten  die die Leiter mögen  sind alt	8
386	obj_rel_across_anim	386	193	unexpected	placeholder	die Polizisten  die die Leiter mögen  ist alt	8
387	obj_rel_across_anim	387	194	expected	placeholder	die Polizisten  die die Leiter mögen  sind klein	8
388	obj_rel_across_anim	388	194	unexpected	placeholder	die Polizisten  die die Leiter mögen  ist klein	8
389	obj_rel_across_anim	389	195	expected	placeholder	die Polizisten  die die Leiter mögen  sind jung	8
390	obj_rel_across_anim	390	195	unexpected	placeholder	die Polizisten  die die Leiter mögen  ist jung	8
391	obj_rel_across_anim	391	196	expected	placeholder	die Polizisten  die die Leiter mögen  sind groß	8
392	obj_rel_across_anim	392	196	unexpected	placeholder	die Polizisten  die die Leiter mögen  ist groß	8
393	obj_rel_across_anim	393	197	expected	placeholder	die Piloten  die die Leiter mögen  schwimmen	7
394	obj_rel_across_anim	394	197	unexpected	placeholder	die Piloten  die die Leiter mögen  schwimmt	7
395	obj_rel_across_anim	395	198	expected	placeholder	die Piloten  die die Leiter mögen  lachen	7
396	obj_rel_across_anim	396	198	unexpected	placeholder	die Piloten  die die Leiter mögen  lacht	7
397	obj_rel_across_anim	397	199	expected	placeholder	die Piloten  die die Leiter mögen  sprechen	7
398	obj_rel_across_anim	398	199	unexpected	placeholder	die Piloten  die die Leiter mögen  spricht	7
399	obj_rel_across_anim	399	200	expected	placeholder	die Piloten  die die Leiter mögen  sind alt	8
400	obj_rel_across_anim	400	200	unexpected	placeholder	die Piloten  die die Leiter mögen  ist alt	8
401	obj_rel_across_anim	401	201	expected	placeholder	die Piloten  die die Leiter mögen  sind klein	8
402	obj_rel_across_anim	402	201	unexpected	placeholder	die Piloten  die die Leiter mögen  ist klein	8
403	obj_rel_across_anim	403	202	expected	placeholder	die Piloten  die die Leiter mögen  sind jung	8
404	obj_rel_across_anim	404	202	unexpected	placeholder	die Piloten  die die Leiter mögen  ist jung	8
405	obj_rel_across_anim	405	203	expected	placeholder	die Piloten  die die Leiter mögen  sind groß	8
406	obj_rel_across_anim	406	203	unexpected	placeholder	die Piloten  die die Leiter mögen  ist groß	8
407	obj_rel_across_anim	407	204	expected	placeholder	die Berater  die die Leiter mögen  schwimmen	7
408	obj_rel_across_anim	408	204	unexpected	placeholder	die Berater  die die Leiter mögen  schwimmt	7
409	obj_rel_across_anim	409	205	expected	placeholder	die Berater  die die Leiter mögen  lachen	7
410	obj_rel_across_anim	410	205	unexpected	placeholder	die Berater  die die Leiter mögen  lacht	7
411	obj_rel_across_anim	411	206	expected	placeholder	die Berater  die die Leiter mögen  sprechen	7
412	obj_rel_across_anim	412	206	unexpected	placeholder	die Berater  die die Leiter mögen  spricht	7
413	obj_rel_across_anim	413	207	expected	placeholder	die Berater  die die Leiter mögen  sind alt	8
414	obj_rel_across_anim	414	207	unexpected	placeholder	die Berater  die die Leiter mögen  ist alt	8
415	obj_rel_across_anim	415	208	expected	placeholder	die Berater  die die Leiter mögen  sind klein	8
416	obj_rel_across_anim	416	208	unexpected	placeholder	die Berater  die die Leiter mögen  ist klein	8
417	obj_rel_across_anim	417	209	expected	placeholder	die Berater  die die Leiter mögen  sind jung	8
418	obj_rel_across_anim	418	209	unexpected	placeholder	die Berater  die die Leiter mögen  ist jung	8
419	obj_rel_across_anim	419	210	expected	placeholder	die Berater  die die Leiter mögen  sind groß	8
420	obj_rel_across_anim	420	210	unexpected	placeholder	die Berater  die die Leiter mögen  ist groß	8
421	obj_rel_across_anim	421	211	expected	placeholder	die Schriftsteller  die die Mitarbeiter mögen  schwimmen	7
422	obj_rel_across_anim	422	211	unexpected	placeholder	die Schriftsteller  die die Mitarbeiter mögen  schwimmt	7
423	obj_rel_across_anim	423	212	expected	placeholder	die Schriftsteller  die die Mitarbeiter mögen  lachen	7
424	obj_rel_across_anim	424	212	unexpected	placeholder	die Schriftsteller  die die Mitarbeiter mögen  lacht	7
425	obj_rel_across_anim	425	213	expected	placeholder	die Schriftsteller  die die Mitarbeiter mögen  sprechen	7
426	obj_rel_across_anim	426	213	unexpected	placeholder	die Schriftsteller  die die Mitarbeiter mögen  spricht	7
427	obj_rel_across_anim	427	214	expected	placeholder	die Schriftsteller  die die Mitarbeiter mögen  sind alt	8
428	obj_rel_across_anim	428	214	unexpected	placeholder	die Schriftsteller  die die Mitarbeiter mögen  ist alt	8
429	obj_rel_across_anim	429	215	expected	placeholder	die Schriftsteller  die die Mitarbeiter mögen  sind klein	8
430	obj_rel_across_anim	430	215	unexpected	placeholder	die Schriftsteller  die die Mitarbeiter mögen  ist klein	8
431	obj_rel_across_anim	431	216	expected	placeholder	die Schriftsteller  die die Mitarbeiter mögen  sind jung	8
432	obj_rel_across_anim	432	216	unexpected	placeholder	die Schriftsteller  die die Mitarbeiter mögen  ist jung	8
433	obj_rel_across_anim	433	217	expected	placeholder	die Schriftsteller  die die Mitarbeiter mögen  sind groß	8
434	obj_rel_across_anim	434	217	unexpected	placeholder	die Schriftsteller  die die Mitarbeiter mögen  ist groß	8
435	obj_rel_across_anim	435	218	expected	placeholder	die Direktoren  die die Mitarbeiter mögen  schwimmen	7
436	obj_rel_across_anim	436	218	unexpected	placeholder	die Direktoren  die die Mitarbeiter mögen  schwimmt	7
